Smiles,h,RGroupIndex,LinkerIndex
[H]Oc1c([H])c([H])c(C(=O)OC([H])([H])c2c([H])nc([H])c([H])c2[H])c([H])c1O[H],6,487,32
[H]Oc1c([H])c([H])c(N2C([H])([H])C([H])([H])N(c3c([H])nc([H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c1O[H],6,487,33
[H]Oc1c([H])c([H])c([C@]([H])(c2c([H])nc([H])c([H])c2[H])C([H])([H])[H])c([H])c1O[H],6,487,34
[H]Oc1c([H])c([H])c(C2([H])C([H])([H])C([H])([H])N(c3c([H])nc([H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c1O[H],6,487,35
[H]Oc1c([H])c([H])c(N2C([H])([H])C([H])([H])C([H])(c3c([H])nc([H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c1O[H],6,487,36
[H]Oc1c([H])c([H])c([C@]([H])(N([H])C(=O)c2c([H])nc([H])c([H])c2[H])C([H])([H])[H])c([H])c1O[H],6,487,37
[H]Oc1c([H])c([H])c(C(=O)N([H])[C@@]([H])(c2c([H])nc([H])c([H])c2[H])C([H])([H])[H])c([H])c1O[H],6,487,38
[H]Oc1c([H])c([H])c(C([H])=Nc2c([H])nc([H])c([H])c2[H])c([H])c1O[H],6,487,39
[H]c1nc([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,0
[H]c1nc([H])c(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,1
[H]c1nc([H])c(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,2
[H]c1nc([H])c(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,3
[H]c1nc([H])c(C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,4
[H]c1nc([H])c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,5
[H]c1nc([H])c(OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,6
[H]c1nc([H])c(C([H])([H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,7
[H]c1nc([H])c(S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,8
[H]c1nc([H])c(S(=O)(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,9
[H]c1nc([H])c(N([H])S(=O)(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,10
[H]c1nc([H])c(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,11
[H]c1nc([H])c(C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,12
[H]c1nc([H])c(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,13
[H]c1nc([H])c(C([H])([H])N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,14
[H]c1nc([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,15
[H]c1nc([H])c(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,16
[H]c1nc([H])c(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,17
[H]c1nc([H])c(N([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,18
[H]c1nc([H])c(C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,19
[H]c1nc([H])c(C([H])([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,20
[H]c1nc([H])c(-c2c([H])c([H])c(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c1[H],6,488,21
[H]c1nc([H])c(SC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,22
[H]c1nc([H])c(C([H])([H])SC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,23
[H]c1nc([H])c(C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,24
[H]c1nc([H])c(SC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,25
[H]C(=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1c([H])nc([H])c([H])c1[H],6,488,26
[H]c1nc([H])c([C@@]([H])(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,488,27
[H]c1nc([H])c(N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,28
[H]c1nc([H])c(C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,29
[H]c1nc([H])c(OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,30
[H]c1nc([H])c(C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,31
[H]c1nc([H])c(C([H])([H])OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,32
[H]c1nc([H])c(N2C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,488,33
[H]c1nc([H])c([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,34
[H]c1nc([H])c(N2C([H])([H])C([H])([H])C([H])(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,488,35
[H]c1nc([H])c(C2([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,488,36
[H]c1nc([H])c(C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,488,37
[H]c1nc([H])c([C@]([H])(N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,488,38
[H]C(=Nc1c([H])nc([H])c([H])c1[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],6,488,39
[H]c1nc([H])c(C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,0
[H]c1nc([H])c(C(=O)N([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,1
[H]c1nc([H])c(N([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,2
[H]c1nc([H])c(N([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,3
[H]c1nc([H])c(C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,4
[H]c1nc([H])c(ON([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,5
[H]c1nc([H])c(OC([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,6
[H]c1nc([H])c(C([H])([H])ON([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,7
[H]c1nc([H])c(S(=O)(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,8
[H]c1nc([H])c(S(=O)(=O)N([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,9
[H]c1nc([H])c(N([H])S(=O)(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,10
[H]c1nc([H])c(N([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,11
[H]c1nc([H])c(C([H])([H])N([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,12
[H]c1nc([H])c(C(=O)N([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,13
[H]c1nc([H])c(C([H])([H])N([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,14
[H]c1nc([H])c(C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,15
[H]c1nc([H])c(N([H])C(=O)C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,16
[H]c1nc([H])c(C([H])([H])C(=O)N([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,17
[H]c1nc([H])c(N([H])C(=O)N([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,18
[H]c1nc([H])c(C(=O)C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,19
[H]c1nc([H])c(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,20
[H]c1nc([H])c(-c2c([H])c([H])c(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c2[H])c([H])c1[H],6,489,21
[H]c1nc([H])c(SC([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,22
[H]c1nc([H])c(C([H])([H])SN([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,23
[H]c1nc([H])c(C#CN([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,24
[H]c1nc([H])c(SN([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,25
[H]C(=C([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c1c([H])nc([H])c([H])c1[H],6,489,26
[H]c1nc([H])c([C@@]([H])(N([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,489,27
[H]c1nc([H])c(N([H])[C@]([H])(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,489,28
[H]c1nc([H])c(C(=O)ON([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,29
[H]c1nc([H])c(OC(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,30
[H]c1nc([H])c(C(=O)OC([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,31
[H]c1nc([H])c(C([H])([H])OC(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])c([H])c1[H],6,489,32
[H]c1nc([H])c(N2C([H])([H])C([H])([H])N(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,489,33
[H]c1nc([H])c([C@@]([H])(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,489,34
[H]c1nc([H])c(N2C([H])([H])C([H])([H])C([H])(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,489,35
[H]c1nc([H])c(C2([H])C([H])([H])C([H])([H])N(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C2([H])[H])c([H])c1[H],6,489,36
[H]c1nc([H])c(C(=O)N([H])[C@@]([H])(N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,489,37
[H]c1nc([H])c([C@]([H])(N([H])C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H])c([H])c1[H],6,489,38
[H]C(=Nc1c([H])nc([H])c([H])c1[H])N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],6,489,39
[H]c1nc([H])c(C([H])([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,0
[H]c1nc([H])c(C(=O)N([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,1
[H]c1nc([H])c(N([H])C(=O)C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,2
[H]c1nc([H])c(N([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,3
[H]c1nc([H])c(C(=O)C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,4
[H]c1nc([H])c(OC(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,5
[H]c1nc([H])c(OC([H])([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,6
[H]c1nc([H])c(C([H])([H])OC(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,7
[H]c1nc([H])c(S(=O)(=O)C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,8
[H]c1nc([H])c(S(=O)(=O)N([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,9
[H]c1nc([H])c(N([H])S(=O)(=O)C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,10
[H]c1nc([H])c(N([H])C([H])([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,11
[H]c1nc([H])c(C([H])([H])N([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,12
[H]c1nc([H])c(C(=O)N([H])C([H])([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,13
[H]c1nc([H])c(C([H])([H])N([H])C(=O)C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,14
[H]c1nc([H])c(C([H])([H])C([H])([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,15
[H]c1nc([H])c(N([H])C(=O)C([H])([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,16
[H]c1nc([H])c(C([H])([H])C(=O)N([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,17
[H]c1nc([H])c(N([H])C(=O)N([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,18
[H]c1nc([H])c(C(=O)C([H])([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,19
[H]c1nc([H])c(C([H])([H])C(=O)C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,20
[H]c1nc([H])c(-c2c([H])c([H])c(C(=O)c3c([H])c([H])c([H])c([H])c3[H])c([H])c2[H])c([H])c1[H],6,490,21
[H]c1nc([H])c(SC([H])([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,22
[H]c1nc([H])c(C([H])([H])SC(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,23
[H]c1nc([H])c(C#CC(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,24
[H]c1nc([H])c(SC(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,25
[H]C(C(=O)c1c([H])c([H])c([H])c([H])c1[H])=C([H])c1c([H])nc([H])c([H])c1[H],6,490,26
[H]c1nc([H])c([C@@]([H])(N([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c1[H],6,490,27
[H]c1nc([H])c(N([H])[C@]([H])(C(=O)c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c1[H],6,490,28
[H]c1nc([H])c(C(=O)OC(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,29
[H]c1nc([H])c(OC(=O)C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,30
[H]c1nc([H])c(C(=O)OC([H])([H])C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,31
[H]c1nc([H])c(C([H])([H])OC(=O)C(=O)c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H],6,490,32
[H]c1nc([H])c(N2C([H])([H])C([H])([H])N(C(=O)c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c1[H],6,490,33
[H]c1nc([H])c([C@@]([H])(C(=O)c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c1[H],6,490,34
[H]c1nc([H])c(N2C([H])([H])C([H])([H])C([H])(C(=O)c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c1[H],6,490,35
[H]c1nc([H])c(C2([H])C([H])([H])C([H])([H])N(C(=O)c3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C2([H])[H])c([H])c1[H],6,490,36
[H]c1nc([H])c(C(=O)N([H])[C@@]([H])(C(=O)c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c1[H],6,490,37
[H]c1nc([H])c([C@]([H])(N([H])C(=O)C(=O)c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])[H])c([H])c1[H],6,490,38
[H]C(=Nc1c([H])nc([H])c([H])c1[H])C(=O)c1c([H])c([H])c([H])c([H])c1[H],6,490,39
[H]c1nc([H])c(C([H])([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,0
[H]c1nc([H])c(C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,1
[H]c1nc([H])c(N([H])C(=O)C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,2
[H]c1nc([H])c(N([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,3
[H]c1nc([H])c(C(=O)C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,4
[H]c1nc([H])c(OC([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,5
[H]c1nc([H])c(OC([H])([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,6
[H]c1nc([H])c(C([H])([H])OC([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,7
[H]c1nc([H])c(S(=O)(=O)C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,8
[H]c1nc([H])c(S(=O)(=O)N([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,9
[H]c1nc([H])c(N([H])S(=O)(=O)C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,10
[H]c1nc([H])c(N([H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,11
[H]c1nc([H])c(C([H])([H])N([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,12
[H]c1nc([H])c(C(=O)N([H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,13
[H]c1nc([H])c(C([H])([H])N([H])C(=O)C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,14
[H]c1nc([H])c(C([H])([H])C([H])([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,15
[H]c1nc([H])c(N([H])C(=O)C([H])([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,16
[H]c1nc([H])c(C([H])([H])C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,17
[H]c1nc([H])c(N([H])C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,18
[H]c1nc([H])c(C(=O)C([H])([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,19
[H]c1nc([H])c(C([H])([H])C(=O)C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,20
[H]c1nc([H])c(-c2c([H])c([H])c(C([H])([H])c3c([H])c([H])c([H])c(F)c3[H])c([H])c2[H])c([H])c1[H],6,491,21
[H]c1nc([H])c(SC([H])([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,22
[H]c1nc([H])c(C([H])([H])SC([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,23
[H]c1nc([H])c(C#CC([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,24
[H]c1nc([H])c(SC([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,25
[H]C(=C([H])C([H])([H])c1c([H])c([H])c([H])c(F)c1[H])c1c([H])nc([H])c([H])c1[H],6,491,26
[H]c1nc([H])c([C@@]([H])(N([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])C([H])([H])[H])c([H])c1[H],6,491,27
[H]c1nc([H])c(N([H])[C@@]([H])(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,28
[H]c1nc([H])c(C(=O)OC([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,29
[H]c1nc([H])c(OC(=O)C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,30
[H]c1nc([H])c(C(=O)OC([H])([H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,31
[H]c1nc([H])c(C([H])([H])OC(=O)C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,32
[H]c1nc([H])c(N2C([H])([H])C([H])([H])N(C([H])([H])c3c([H])c([H])c([H])c(F)c3[H])C([H])([H])C2([H])[H])c([H])c1[H],6,491,33
[H]c1nc([H])c([C@]([H])(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,34
[H]c1nc([H])c(N2C([H])([H])C([H])([H])C([H])(C([H])([H])c3c([H])c([H])c([H])c(F)c3[H])C([H])([H])C2([H])[H])c([H])c1[H],6,491,35
[H]c1nc([H])c(C2([H])C([H])([H])C([H])([H])N(C([H])([H])c3c([H])c([H])c([H])c(F)c3[H])C([H])([H])C2([H])[H])c([H])c1[H],6,491,36
[H]c1nc([H])c(C(=O)N([H])[C@]([H])(C([H])([H])[H])C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])c([H])c1[H],6,491,37
[H]c1nc([H])c([C@]([H])(N([H])C(=O)C([H])([H])c2c([H])c([H])c([H])c(F)c2[H])C([H])([H])[H])c([H])c1[H],6,491,38
[H]C(=Nc1c([H])nc([H])c([H])c1[H])C([H])([H])c1c([H])c([H])c([H])c(F)c1[H],6,491,39
[H]c1nc([H])c(C([H])([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,492,0
[H]c1nc([H])c(C(=O)N([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,492,1
[H]c1nc([H])c(N([H])C(=O)c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,492,2
[H]c1nc([H])c(N([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,492,3
[H]c1nc([H])c(C(=O)c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,492,4
[H]c1nc([H])c(Oc2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,492,5
[H]c1nc([H])c(OC([H])([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,492,6
[H]c1nc([H])c(C([H])([H])Oc2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,492,7
[H]c1nc([H])c(S(=O)(=O)c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,492,8
[H]c1nc([H])c(S(=O)(=O)N([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,492,9
[H]c1nc([H])c(N([H])S(=O)(=O)c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,492,10
[H]c1nc([H])c(N([H])C([H])([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,492,11
[H]c1nc([H])c(C([H])([H])N([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,492,12
[H]c1nc([H])c(C(=O)N([H])C([H])([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,492,13
[H]c1nc([H])c(C([H])([H])N([H])C(=O)c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,492,14
[H]c1nc([H])c(C([H])([H])C([H])([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,492,15
[H]c1nc([H])c(N([H])C(=O)C([H])([H])c2c([H])c([H])c(Cl)c([H])c2[H])c([H])c1[H],6,492,16
